店铺名称,店铺详情,店铺评分,评价人数,人均消费,店铺地址
祺怡轩茶室,https://www.meituan.com/meishi/745977352/,3.5,0,0.0,莲花路/南方商城
名鼎茶艺馆,https://www.meituan.com/meishi/6979062/,3.5,0,0.0,真如
宏旺香茶庄（新江湾茶城店）,https://www.meituan.com/meishi/1613496805/,3.5,0,0.0,淞南
乐丰茶楼,https://www.meituan.com/meishi/109712835/,3.0,0,0.0,青浦城区
茶室,https://www.meituan.com/meishi/1241336872/,0.0,0,0.0,张江
多采自然,https://www.meituan.com/meishi/1253034126/,3.5,0,0.0,老西门/陆家浜路
茶室（北华路店）,https://www.meituan.com/meishi/194770571/,0.0,0,0.0,北翟路
源和茶馆,https://www.meituan.com/meishi/1414069477/,0.0,0,0.0,金桥
东璞茶空间,https://www.meituan.com/meishi/706378275/,3.5,0,62.0,惠南镇
沁茶宥舍,https://www.meituan.com/meishi/1493607877/,0.0,0,0.0,淞南
茶语轩（桂平路店）,https://www.meituan.com/meishi/5773366/,3.0,0,0.0,漕河泾/田林
芳瑞武夷,https://www.meituan.com/meishi/749468638/,0.0,0,0.0,三林地区
顺吉茶楼,https://www.meituan.com/meishi/167096481/,3.5,0,0.0,青浦城区
小酒肆·老茶馆,https://www.meituan.com/meishi/162941678/,4.5,3,213.0,天山
品品香茶馆,https://www.meituan.com/meishi/195985107/,0.0,0,0.0,高行
小茶铺,https://www.meituan.com/meishi/175463557/,4.0,0,0.0,江学路
露叶茶楼,https://www.meituan.com/meishi/4071086/,3.0,0,0.0,青浦城区
钢头娃茶馆,https://www.meituan.com/meishi/1373396678/,0.0,0,0.0,控江地区
醉吧茶业,https://www.meituan.com/meishi/191929768/,3.5,0,0.0,大宁地区
名鼎茶艺馆,https://www.meituan.com/meishi/6979062/,3.5,0,0.0,真如
宏旺香茶庄（新江湾茶城店）,https://www.meituan.com/meishi/1613496805/,3.5,0,0.0,淞南
乐丰茶楼,https://www.meituan.com/meishi/109712835/,3.0,0,0.0,青浦城区
茶室,https://www.meituan.com/meishi/1241336872/,0.0,0,0.0,张江
多采自然,https://www.meituan.com/meishi/1253034126/,3.5,0,0.0,老西门/陆家浜路
茶室（北华路店）,https://www.meituan.com/meishi/194770571/,0.0,0,0.0,北翟路
源和茶馆,https://www.meituan.com/meishi/1414069477/,0.0,0,0.0,金桥
东璞茶空间,https://www.meituan.com/meishi/706378275/,3.5,0,62.0,惠南镇
沁茶宥舍,https://www.meituan.com/meishi/1493607877/,0.0,0,0.0,淞南
茶语轩（桂平路店）,https://www.meituan.com/meishi/5773366/,3.0,0,0.0,漕河泾/田林
芳瑞武夷,https://www.meituan.com/meishi/749468638/,0.0,0,0.0,三林地区
顺吉茶楼,https://www.meituan.com/meishi/167096481/,3.5,0,0.0,青浦城区
小酒肆·老茶馆,https://www.meituan.com/meishi/162941678/,4.5,3,213.0,天山
品品香茶馆,https://www.meituan.com/meishi/195985107/,0.0,0,0.0,高行
小茶铺,https://www.meituan.com/meishi/175463557/,4.0,0,0.0,江学路
露叶茶楼,https://www.meituan.com/meishi/4071086/,3.0,0,0.0,青浦城区
钢头娃茶馆,https://www.meituan.com/meishi/1373396678/,0.0,0,0.0,控江地区
醉吧茶业,https://www.meituan.com/meishi/191929768/,3.5,0,0.0,大宁地区
会加茶馆,https://www.meituan.com/meishi/648182665/,0.0,0,0.0,南京西路
茶大狮茶人空间（五角场店）,https://www.meituan.com/meishi/1742268910/,3.5,0,148.0,五角场/大学区
芳依林茶坊,https://www.meituan.com/meishi/451080/,3.0,0,0.0,外高桥
茗邦堂,https://www.meituan.com/meishi/5600443/,3.5,0,96.0,虹桥/古北
八马茶业（夏泰浜路店）,https://www.meituan.com/meishi/1638951123/,0.0,0,0.0,上海南站
有鳯无人茶馆（城隍庙店）,https://www.meituan.com/meishi/177758303/,0.0,0,0.0,城隍庙/豫园
泓茗楼,https://www.meituan.com/meishi/116347562/,3.5,0,0.0,金山卫
澄源茶楼,https://www.meituan.com/meishi/1485761751/,0.0,0,0.0,上海大学
晓荣华茶馆,https://www.meituan.com/meishi/601868681/,0.0,0,0.0,南翔
懒人小茶馆,https://www.meituan.com/meishi/193746497/,3.5,0,0.0,静安寺
中国茶叶,https://www.meituan.com/meishi/189489440/,3.5,0,0.0,颛桥/北桥
老茶舍,https://www.meituan.com/meishi/538029477/,0.0,0,0.0,黄浦区
加加茶馆,https://www.meituan.com/meishi/168706154/,3.5,0,0.0,虹桥/古北
龙悦轩茶庄,https://www.meituan.com/meishi/1690496569/,3.5,0,0.0,九亭
露叶茶楼,https://www.meituan.com/meishi/4071086/,3.0,0,0.0,青浦城区
钢头娃茶馆,https://www.meituan.com/meishi/1373396678/,0.0,0,0.0,控江地区
醉吧茶业,https://www.meituan.com/meishi/191929768/,3.5,0,0.0,大宁地区
会加茶馆,https://www.meituan.com/meishi/648182665/,0.0,0,0.0,南京西路
茶大狮茶人空间（五角场店）,https://www.meituan.com/meishi/1742268910/,3.5,0,148.0,五角场/大学区
芳依林茶坊,https://www.meituan.com/meishi/451080/,3.0,0,0.0,外高桥
茗邦堂,https://www.meituan.com/meishi/5600443/,3.5,0,96.0,虹桥/古北
八马茶业（夏泰浜路店）,https://www.meituan.com/meishi/1638951123/,0.0,0,0.0,上海南站
有鳯无人茶馆（城隍庙店）,https://www.meituan.com/meishi/177758303/,0.0,0,0.0,城隍庙/豫园
泓茗楼,https://www.meituan.com/meishi/116347562/,3.5,0,0.0,金山卫
澄源茶楼,https://www.meituan.com/meishi/1485761751/,0.0,0,0.0,上海大学
晓荣华茶馆,https://www.meituan.com/meishi/601868681/,0.0,0,0.0,南翔
懒人小茶馆,https://www.meituan.com/meishi/193746497/,3.5,0,0.0,静安寺
中国茶叶,https://www.meituan.com/meishi/189489440/,3.5,0,0.0,颛桥/北桥
老茶舍,https://www.meituan.com/meishi/538029477/,0.0,0,0.0,黄浦区
加加茶馆,https://www.meituan.com/meishi/168706154/,3.5,0,0.0,虹桥/古北
龙悦轩茶庄,https://www.meituan.com/meishi/1690496569/,3.5,0,0.0,九亭
茉莉花茶庄,https://www.meituan.com/meishi/6281609/,0.0,0,0.0,南桥
慈福堂茶店,https://www.meituan.com/meishi/1273949794/,3.0,0,0.0,朱家角/东方绿舟
雅琴风华茶馆,https://www.meituan.com/meishi/1386151399/,0.0,0,0.0,静安寺
闲逸轩茶室,https://www.meituan.com/meishi/166694028/,3.5,0,0.0,上海南站
吴淞路400号 茶馆,https://www.meituan.com/meishi/157216570/,3.5,0,0.0,金桥
茶坊,https://www.meituan.com/meishi/182230547/,0.0,0,0.0,松江大学城
馥香阁,https://www.meituan.com/meishi/194920044/,0.0,0,0.0,娄山关路/威宁路
晶金茶室,https://www.meituan.com/meishi/109084168/,3.5,0,0.0,青浦区
王士让茶庄园,https://www.meituan.com/meishi/172649585/,0.0,0,0.0,大宁地区
品品香·晒白金老白茶,https://www.meituan.com/meishi/1290451836/,3.5,0,0.0,春申地区
悟空茶室,https://www.meituan.com/meishi/1451552477/,3.5,0,0.0,临平路/和平公园
隐昔茶馆,https://www.meituan.com/meishi/1157704240/,0.0,0,0.0,杨行镇
长富茶庄,https://www.meituan.com/meishi/114009535/,0.0,0,0.0,娄山关路/威宁路
有涧茶舍,https://www.meituan.com/meishi/1799530802/,3.5,0,0.0,朱家角/东方绿舟
一品香茶庄,https://www.meituan.com/meishi/5700763/,0.0,0,0.0,平凉路/东外滩
加加茶馆,https://www.meituan.com/meishi/168706154/,3.5,0,0.0,虹桥/古北
龙悦轩茶庄,https://www.meituan.com/meishi/1690496569/,3.5,0,0.0,九亭
茉莉花茶庄,https://www.meituan.com/meishi/6281609/,0.0,0,0.0,南桥
慈福堂茶店,https://www.meituan.com/meishi/1273949794/,3.0,0,0.0,朱家角/东方绿舟
雅琴风华茶馆,https://www.meituan.com/meishi/1386151399/,0.0,0,0.0,静安寺
闲逸轩茶室,https://www.meituan.com/meishi/166694028/,3.5,0,0.0,上海南站
吴淞路400号 茶馆,https://www.meituan.com/meishi/157216570/,3.5,0,0.0,金桥
茶坊,https://www.meituan.com/meishi/182230547/,0.0,0,0.0,松江大学城
馥香阁,https://www.meituan.com/meishi/194920044/,0.0,0,0.0,娄山关路/威宁路
晶金茶室,https://www.meituan.com/meishi/109084168/,3.5,0,0.0,青浦区
王士让茶庄园,https://www.meituan.com/meishi/172649585/,0.0,0,0.0,大宁地区
品品香·晒白金老白茶,https://www.meituan.com/meishi/1290451836/,3.5,0,0.0,春申地区
悟空茶室,https://www.meituan.com/meishi/1451552477/,3.5,0,0.0,临平路/和平公园
隐昔茶馆,https://www.meituan.com/meishi/1157704240/,0.0,0,0.0,杨行镇
长富茶庄,https://www.meituan.com/meishi/114009535/,0.0,0,0.0,娄山关路/威宁路
有涧茶舍,https://www.meituan.com/meishi/1799530802/,3.5,0,0.0,朱家角/东方绿舟
一品香茶庄,https://www.meituan.com/meishi/5700763/,0.0,0,0.0,平凉路/东外滩
锡福茶馆,https://www.meituan.com/meishi/1814749363/,0.0,0,0.0,南翔
茗缘茶馆,https://www.meituan.com/meishi/168652331/,0.0,0,0.0,北蔡
亚城茶楼,https://www.meituan.com/meishi/165036162/,0.0,0,0.0,控江地区
恒品源茶庄,https://www.meituan.com/meishi/133935330/,3.5,0,0.0,娄山关路/威宁路
绿源茶庄,https://www.meituan.com/meishi/119842733/,3.5,0,0.0,三林地区
东方茶室,https://www.meituan.com/meishi/103595292/,0.0,0,0.0,杨行镇
韵升茶事,https://www.meituan.com/meishi/579986578/,0.0,0,0.0,三林地区
茗福茶舍,https://www.meituan.com/meishi/193791540/,0.0,0,50.0,控江地区
龙凤国梁茶室,https://www.meituan.com/meishi/6481446/,0.0,0,0.0,金桥
明芝茶吧,https://www.meituan.com/meishi/4701477/,0.0,0,0.0,平凉路/东外滩
概念茶仓,https://www.meituan.com/meishi/40999190/,3.5,0,0.0,开元地中海
心之语茶坊,https://www.meituan.com/meishi/168150753/,0.0,0,0.0,世博园
INTEA HOUSE 茶,https://www.meituan.com/meishi/192920034/,0.0,0,0.0,虹口足球场/鲁迅公园
兰姐茶屋,https://www.meituan.com/meishi/607621109/,3.5,0,0.0,新场
叠佳善居茶社,https://www.meituan.com/meishi/513841177/,0.0,0,0.0,三林地区
长富茶庄,https://www.meituan.com/meishi/114009535/,0.0,0,0.0,娄山关路/威宁路
有涧茶舍,https://www.meituan.com/meishi/1799530802/,3.5,0,0.0,朱家角/东方绿舟
一品香茶庄,https://www.meituan.com/meishi/5700763/,0.0,0,0.0,平凉路/东外滩
锡福茶馆,https://www.meituan.com/meishi/1814749363/,0.0,0,0.0,南翔
茗缘茶馆,https://www.meituan.com/meishi/168652331/,0.0,0,0.0,北蔡
亚城茶楼,https://www.meituan.com/meishi/165036162/,0.0,0,0.0,控江地区
恒品源茶庄,https://www.meituan.com/meishi/133935330/,3.5,0,0.0,娄山关路/威宁路
绿源茶庄,https://www.meituan.com/meishi/119842733/,3.5,0,0.0,三林地区
东方茶室,https://www.meituan.com/meishi/103595292/,0.0,0,0.0,杨行镇
韵升茶事,https://www.meituan.com/meishi/579986578/,0.0,0,0.0,三林地区
茗福茶舍,https://www.meituan.com/meishi/193791540/,0.0,0,50.0,控江地区
龙凤国梁茶室,https://www.meituan.com/meishi/6481446/,0.0,0,0.0,金桥
明芝茶吧,https://www.meituan.com/meishi/4701477/,0.0,0,0.0,平凉路/东外滩
概念茶仓,https://www.meituan.com/meishi/40999190/,3.5,0,0.0,开元地中海
心之语茶坊,https://www.meituan.com/meishi/168150753/,0.0,0,0.0,世博园
INTEA HOUSE 茶,https://www.meituan.com/meishi/192920034/,0.0,0,0.0,虹口足球场/鲁迅公园
兰姐茶屋,https://www.meituan.com/meishi/607621109/,3.5,0,0.0,新场
叠佳善居茶社,https://www.meituan.com/meishi/513841177/,0.0,0,0.0,三林地区
天溢茶坊,https://www.meituan.com/meishi/195809390/,3.5,4,0.0,安亭镇
栖山路茶庄,https://www.meituan.com/meishi/189316160/,3.5,0,0.0,金杨地区
君澜茗轩,https://www.meituan.com/meishi/1984522096/,0.0,0,0.0,平凉路/东外滩
合一茶社,https://www.meituan.com/meishi/185472708/,3.5,0,0.0,淮海路
御茗轩（上浜路店）,https://www.meituan.com/meishi/155323396/,0.0,0,0.0,三林地区
普洱茶仓,https://www.meituan.com/meishi/1270141756/,0.0,0,0.0,三林地区
和沁园,https://www.meituan.com/meishi/799105446/,3.5,0,0.0,嘉定镇
茶馆,https://www.meituan.com/meishi/1647716904/,0.0,0,0.0,五角场/大学区
隐溪茶馆（BFC店）,https://www.meituan.com/meishi/865078190/,0.0,0,0.0,外滩
聚贤茶庄（川沙路）,https://www.meituan.com/meishi/170392686/,0.0,0,0.0,曹路
璐璐茶室,https://www.meituan.com/meishi/99729766/,0.0,0,0.0,金桥
风轻茶境,https://www.meituan.com/meishi/1413388818/,0.0,0,0.0,顾村公园
心怡茶吧,https://www.meituan.com/meishi/150518676/,3.5,0,0.0,金山卫
相逢茶楼,https://www.meituan.com/meishi/151099525/,0.0,0,0.0,青浦城区
